id,sitio+variante,Espesor_1,Espesor_2,Espesor_3,Resistividad_1,Resistividad_2,Resistividad_3,Resistividad_4,AB2_1,AB2_2,AB2_3,AB2_4,AB2_5,AB2_6,AB2_7,AB2_8,AB2_9,AB2_10,AB2_11,AB2_12,AB2_13,AB2_14,AB2_15,AB2_16,AB2_17,AB2_18,AB2_19,AB2_20,AB2_21,AB2_22,AB2_23,AB2_24,AB2_25,AB2_26,AB2_27,AB2_28,AB2_29,AB2_30
122,sitio1_var122,6.213206980987637,65.30262442611141,126.92989293583082,150.0,60.0,100.0,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
123,sitio1_var123,6.393467189424572,68.45584101209398,121.72162032870078,437.2,60.0,4765.06,5718.072,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
124,sitio1_var124,6.372040411099945,75.72067354752143,127.37914330296016,437.2,60.0,804.5,5718.072,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
125,sitio1_var125,6.307559936079595,71.34790372506933,116.91000344292817,196.01,90.0,4765.06,965.4,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
126,sitio1_var126,6.171557516515888,71.90300303730714,127.66177694648057,150.0,60.0,804.5,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
127,sitio1_var127,6.37470418846707,76.1729167654113,127.12957149948492,150.0,90.0,804.5,965.4,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
128,sitio1_var128,6.121663207349096,74.2465848890891,121.55886394048,150.0,60.0,804.5,965.4,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
129,sitio1_var129,6.1648381476086485,65.85868554726632,130.93357599404422,150.0,60.0,804.5,5718.072,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
130,sitio1_var130,6.203202071986301,73.77808352337614,128.188092188501,437.2,60.0,4765.06,5718.072,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
131,sitio1_var131,6.257334266706152,76.85031439309773,114.91654045634579,196.01,90.0,4765.06,5718.072,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
132,sitio1_var132,6.104244790039544,74.36027692835249,125.99321887332124,150.0,90.0,100.0,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
133,sitio1_var133,6.396603735036715,75.43414529695374,129.12843217252166,196.01,60.0,100.0,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
134,sitio1_var134,6.2278562149236825,73.40094355393421,118.63509885197567,196.01,90.0,804.5,5718.072,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
135,sitio1_var135,6.103419265856948,64.84199122752487,121.56535937120871,196.01,60.0,804.5,5718.072,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
136,sitio1_var136,6.213530800524856,66.0782674202896,128.14709818559254,437.2,60.0,100.0,965.4,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
137,sitio1_var137,6.098001527728175,74.01981725286039,123.23098645793854,150.0,90.0,100.0,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
138,sitio1_var138,6.156239412600138,69.06208178674979,122.91992089380827,150.0,60.0,4765.06,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
139,sitio1_var139,6.052787563953442,67.95669063155457,119.51313806904697,196.01,60.0,4765.06,965.4,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
140,sitio1_var140,6.345653893477081,65.20473104179119,128.12215397047305,150.0,60.0,100.0,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
141,sitio1_var141,6.162374428783797,76.98119278415966,125.28123543695179,437.2,90.0,100.0,965.4,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
142,sitio1_var142,6.323607931211582,65.60632043932459,126.03797843780363,150.0,90.0,100.0,5718.072,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
143,sitio1_var143,6.263405800649624,77.95752544131938,124.24428237406119,150.0,90.0,4765.06,965.4,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
144,sitio1_var144,6.2109162411763235,60.84461407666046,122.60478954100392,150.0,90.0,804.5,5718.072,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
145,sitio1_var145,6.1399767097648015,69.19364895696128,121.64967922125064,150.0,90.0,4765.06,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
146,sitio1_var146,6.067593448026811,71.37080425591677,123.95929434197488,150.0,60.0,804.5,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
147,sitio1_var147,6.392968216287139,68.65656855784052,129.47080569050445,196.01,60.0,100.0,5718.072,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
148,sitio1_var148,6.162054245722396,65.86995993150306,122.33746629577558,196.01,60.0,804.5,5718.072,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
149,sitio1_var149,6.351971929575449,70.66826422435493,125.61527401827428,150.0,60.0,804.5,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
150,sitio1_var150,6.25060177287233,68.8278565830898,115.5022572647408,196.01,60.0,4765.06,965.4,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
151,sitio1_var151,6.318876771157634,76.60457978583877,124.93801595179772,150.0,90.0,804.5,965.4,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
152,sitio1_var152,6.381107738769531,66.3329280158489,125.26095429419097,150.0,90.0,4765.06,965.4,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
153,sitio1_var153,6.133932249689295,66.2556567076872,124.49654426524202,437.2,60.0,4765.06,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
154,sitio1_var154,6.162287097503806,68.9145725429103,113.66901525453598,150.0,90.0,100.0,5718.072,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
155,sitio1_var155,6.151952791106913,76.99527897466425,124.97988579313147,437.2,60.0,100.0,965.4,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
156,sitio1_var156,6.107247460518629,62.669638349995374,128.1351044692267,150.0,60.0,100.0,965.4,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
157,sitio1_var157,6.371296674936145,75.17560778927087,117.07098281057657,150.0,90.0,804.5,5718.072,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
158,sitio1_var158,6.047722343622151,62.72636780647571,117.33409289534342,196.01,60.0,804.5,5718.072,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
159,sitio1_var159,6.002077232906853,74.6029722753291,118.209800805561,437.2,60.0,100.0,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
160,sitio1_var160,6.03710922305547,69.10029048066926,126.75975114899997,437.2,60.0,100.0,965.4,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
161,sitio1_var161,6.364857496937294,64.8403328921565,126.83320745935451,150.0,60.0,100.0,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
162,sitio1_var162,6.067918796778468,70.71626266021664,125.79170839495437,437.2,60.0,100.0,5718.072,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
163,sitio1_var163,6.198564514682004,65.71750628424314,119.36343694516384,437.2,90.0,804.5,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
164,sitio1_var164,6.117355440859269,77.82446364587952,115.20035969670167,437.2,60.0,100.0,5718.072,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
165,sitio1_var165,6.212375850796652,61.46726568536736,124.2438280435412,437.2,60.0,804.5,5718.072,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
166,sitio1_var166,6.082568955796343,77.95174146305345,117.01306813095395,150.0,60.0,804.5,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
167,sitio1_var167,6.093310453579922,73.46141108666927,122.90206750053383,437.2,60.0,100.0,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
168,sitio1_var168,6.127566331957792,64.30296038969952,126.96517123503,150.0,90.0,100.0,965.4,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
169,sitio1_var169,6.040040674312147,63.93548289445252,119.58108823497612,150.0,60.0,4765.06,5718.072,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
170,sitio1_var170,6.238063661039102,75.98049391591117,130.6640789841644,196.01,60.0,4765.06,5718.072,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
171,sitio1_var171,6.092569394341025,64.47157530441385,117.8281701614211,437.2,90.0,100.0,5718.072,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
172,sitio1_var172,6.32957850930597,65.27793743613952,124.78136170678957,196.01,60.0,804.5,965.4,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
173,sitio1_var173,6.070264601541737,66.85222038250862,113.90792318846366,196.01,90.0,100.0,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
174,sitio1_var174,6.283566078468164,76.1863149103507,116.28736501870833,150.0,60.0,804.5,965.4,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
175,sitio1_var175,6.327360703733068,71.17359473425,123.43162430761231,437.2,60.0,100.0,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
176,sitio1_var176,6.373206215126499,72.40863560090507,123.42022207954136,150.0,60.0,804.5,5718.072,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
177,sitio1_var177,6.375059597309724,73.95090201974308,116.22836778027182,437.2,90.0,4765.06,965.4,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
178,sitio1_var178,6.325919373169737,70.74414929084912,130.22127520462223,196.01,60.0,804.5,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
179,sitio1_var179,6.354329982827239,76.38436781972443,120.50285075810771,150.0,60.0,100.0,5718.072,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
180,sitio1_var180,6.247462458228557,72.79852388228103,113.68964527070806,196.01,60.0,804.5,965.4,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
181,sitio1_var181,6.357111306491236,78.41140413570369,116.7656093139277,437.2,60.0,100.0,965.4,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
182,sitio1_var182,6.096896096383196,62.5770549518097,114.57116213799802,150.0,90.0,100.0,5718.072,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
183,sitio1_var183,6.103756004885947,61.83861481994936,118.8296624381554,196.01,60.0,4765.06,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
184,sitio1_var184,6.3821532047748875,61.20932541298298,121.79470210149252,150.0,60.0,4765.06,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
185,sitio1_var185,6.135890277758152,70.36442285228318,126.45950330201039,437.2,90.0,804.5,5718.072,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
186,sitio1_var186,6.3695839003277275,75.43679459705841,127.84090944134907,196.01,90.0,804.5,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
187,sitio1_var187,6.042774971408438,72.87691931903305,127.6629191733904,150.0,60.0,100.0,965.4,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
188,sitio1_var188,6.0277813983457165,66.00624277017342,117.26821945552743,437.2,60.0,4765.06,5718.072,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
189,sitio1_var189,6.356524038722746,67.06565219063773,124.85688021304472,196.01,60.0,4765.06,5718.072,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
190,sitio1_var190,6.385384635448463,60.85996077522911,128.7325425787036,150.0,60.0,4765.06,5718.072,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
191,sitio1_var191,6.328119290852001,67.42767747826097,124.01686379146722,437.2,60.0,100.0,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
192,sitio1_var192,6.020273924313,63.60324852885171,124.89294693477773,150.0,60.0,804.5,5718.072,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
193,sitio1_var193,6.291087745646633,73.20446552862491,119.89292292217193,437.2,60.0,100.0,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
194,sitio1_var194,6.284679664511578,73.48195060635153,122.20850132947622,150.0,60.0,804.5,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
195,sitio1_var195,6.181306209524791,66.5128560159756,129.8414536220469,196.01,60.0,4765.06,965.4,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
196,sitio1_var196,6.113651662939935,70.64573068064904,120.466774438145,196.01,60.0,4765.06,5718.072,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
197,sitio1_var197,6.050303049374347,70.53436792835451,119.39249658518783,196.01,60.0,4765.06,965.4,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
198,sitio1_var198,6.329934896922332,77.11485464405445,129.68199996551073,150.0,90.0,4765.06,5718.072,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
199,sitio1_var199,6.354080374482961,72.08021925341583,127.20671543056235,196.01,60.0,4765.06,965.4,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
200,sitio1_var200,6.101380473247175,73.57407231512532,115.25767139019112,150.0,60.0,4765.06,965.4,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
201,sitio1_var201,6.326832882961456,72.22465007808943,125.9637722462927,150.0,60.0,4765.06,965.4,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
202,sitio1_var202,6.1182576169984975,75.52886885006427,123.48407715130026,150.0,90.0,4765.06,5718.072,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
203,sitio1_var203,6.280072096850075,77.88729416866221,114.35635030963773,150.0,60.0,4765.06,5718.072,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
204,sitio1_var204,6.289946077511857,75.47242836081962,127.01373619724208,150.0,60.0,4765.06,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
205,sitio1_var205,6.352446097022852,70.57440890291453,120.40094813449973,196.01,60.0,804.5,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
206,sitio1_var206,6.0412410440893325,63.6695048428363,127.77763125890385,437.2,60.0,100.0,965.4,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
207,sitio1_var207,6.271358209148127,68.46204413567519,117.0800945280828,437.2,60.0,4765.06,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
208,sitio1_var208,6.179737230608326,62.07841890694157,122.7688449843684,437.2,60.0,804.5,5718.072,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
209,sitio1_var209,6.322399801641055,71.09419479369393,114.26148721678389,150.0,90.0,4765.06,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
210,sitio1_var210,6.18219395052733,62.18439260317641,119.18237915449424,196.01,60.0,4765.06,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
211,sitio1_var211,6.266664939987108,67.55196691199949,126.26660101903435,196.01,90.0,4765.06,965.4,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
212,sitio1_var212,6.259192079988243,62.446408344918375,125.3754214468392,196.01,90.0,804.5,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
213,sitio1_var213,6.139525755201995,63.75392714060288,125.93451205878422,437.2,60.0,100.0,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
214,sitio1_var214,6.241434976426783,63.12930532991237,123.04458036000204,150.0,60.0,4765.06,5718.072,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
215,sitio1_var215,6.076221089571777,61.69768385944646,130.18541438342572,437.2,60.0,100.0,965.4,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
216,sitio1_var216,6.190790448379784,77.58547415706897,117.65197227440902,196.01,60.0,4765.06,965.4,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
217,sitio1_var217,6.366297591726569,72.06098026111104,130.83899831651942,150.0,60.0,100.0,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
218,sitio1_var218,6.350524458423986,69.05640291562696,124.34599043315812,196.01,90.0,100.0,5718.072,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
219,sitio1_var219,6.331779843378148,71.1535892582547,125.32816174661508,437.2,90.0,4765.06,5718.072,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
220,sitio1_var220,6.165367708261621,63.739553962644344,130.91588903240284,437.2,90.0,804.5,965.4,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
221,sitio1_var221,6.273598723270557,68.16199260478525,118.2002857386515,150.0,90.0,4765.06,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
222,sitio1_var222,6.176470668507062,64.68085123648414,118.56135987953427,150.0,60.0,804.5,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
223,sitio1_var223,6.039132301882633,70.34744099509722,129.12432743568777,150.0,60.0,100.0,5718.072,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
224,sitio1_var224,6.171901899703233,64.41947965932816,114.16780836227537,437.2,90.0,4765.06,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
225,sitio1_var225,6.370267664595054,70.43307810485311,125.56508918535276,196.01,60.0,100.0,965.4,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
226,sitio1_var226,6.163368109658337,74.62356783629912,119.46977735350224,196.01,60.0,100.0,5718.072,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
