id,sitio+variante,Espesor_1,Espesor_2,Espesor_3,col1,col2,col3,col4
270,sitio2_variante270,2.8078616785128716,17.263951767007825,62.12390006080126,20.0,80.0,120.0,130.0
271,sitio2_variante271,2.3364861817593088,21.330628508686708,55.29472254133588,20.0,70.0,120.0,140.0
272,sitio2_variante272,2.07907969129055,14.19359784921491,47.180907198280096,20.0,50.0,120.0,130.0
273,sitio2_variante273,2.4245648214693043,22.330670528529822,50.6631230190829,20.0,50.0,120.0,130.0
274,sitio2_variante274,3.4621825203131156,16.02576985534785,65.30363748197094,30.0,50.0,110.0,160.0
275,sitio2_variante275,1.7601955314167756,5.139210310825806,65.31681898556641,20.0,80.0,100.0,140.0
276,sitio2_variante276,2.5784574818649646,17.19867630515312,47.62540567977728,10.0,80.0,90.0,160.0
277,sitio2_variante277,3.0796764275469637,16.325151490854758,55.808714098936676,20.0,60.0,100.0,160.0
278,sitio2_variante278,2.6987824915011522,21.669321999168602,41.97182883822467,20.0,60.0,100.0,140.0
279,sitio2_variante279,1.5919767005725505,14.101779962998107,51.36802633113574,30.0,60.0,120.0,150.0
280,sitio2_variante280,3.1633384778793667,6.953715258292144,56.38211808869287,40.0,70.0,110.0,140.0
281,sitio2_variante281,1.384359649325436,11.929772985365133,37.22114241887319,30.0,70.0,90.0,160.0
282,sitio2_variante282,1.3009071391396332,11.3810923096542,38.241787701656705,40.0,60.0,100.0,140.0
283,sitio2_variante283,2.859365364638095,11.761663970084566,61.15255377603596,20.0,50.0,100.0,150.0
284,sitio2_variante284,2.5888233950933497,21.886764704864326,49.023040352822,30.0,60.0,100.0,130.0
285,sitio2_variante285,2.23414599020577,6.403608615667457,35.51156739652789,30.0,50.0,90.0,160.0
286,sitio2_variante286,3.45086757445341,5.0065679268320435,35.45945469693542,30.0,50.0,90.0,160.0
287,sitio2_variante287,2.6929376880183433,22.61832878098817,65.31824465930029,30.0,60.0,90.0,130.0
288,sitio2_variante288,2.738623376669178,14.704280478464238,54.03849533763215,30.0,70.0,120.0,140.0
289,sitio2_variante289,3.2861315508735234,14.750761178224305,60.29021879975531,20.0,60.0,110.0,160.0
290,sitio2_variante290,1.6382187720800814,9.896303804980473,52.06298157002331,30.0,60.0,100.0,150.0
291,sitio2_variante291,2.8579746141834574,11.387977249487236,55.055015109255564,10.0,80.0,100.0,160.0
292,sitio2_variante292,2.537961541012965,9.913892771787886,36.47994038474734,10.0,80.0,120.0,140.0
293,sitio2_variante293,2.289635302019492,10.259824257556833,38.28955732883499,30.0,60.0,110.0,160.0
294,sitio2_variante294,3.2615321452340003,14.310272780728628,47.39839670164345,10.0,60.0,90.0,140.0
295,sitio2_variante295,2.2543214818690065,12.576453379133197,36.87572962681476,30.0,80.0,90.0,140.0
296,sitio2_variante296,3.1200009651224336,13.306097686216917,40.385256431056334,10.0,80.0,120.0,140.0
297,sitio2_variante297,2.6838161919504895,9.033449821986624,36.551522224898825,20.0,80.0,100.0,140.0
298,sitio2_variante298,3.03068336546474,4.968942577538469,38.8247280909872,20.0,50.0,100.0,130.0
299,sitio2_variante299,2.4118593586147474,19.799570558467046,45.506496925588294,40.0,60.0,90.0,150.0
300,sitio2_variante300,3.408260440091323,19.7490288785434,52.17003799988755,40.0,60.0,90.0,140.0
301,sitio2_variante301,2.8139848547845636,19.168447741046933,33.559144529292084,40.0,60.0,90.0,160.0
302,sitio2_variante302,1.382757280398307,22.136678659366105,59.41708767428919,20.0,50.0,90.0,140.0
303,sitio2_variante303,2.111388895817878,5.146526964917592,38.46713886894562,10.0,50.0,100.0,140.0
304,sitio2_variante304,1.4474277828934583,17.713655491488637,47.035815593153174,30.0,60.0,90.0,130.0
305,sitio2_variante305,3.472512425474382,8.173835834220483,62.097047583457595,20.0,70.0,100.0,150.0
306,sitio2_variante306,1.9799764406821305,8.830506927284159,58.9636131034959,10.0,70.0,110.0,150.0
307,sitio2_variante307,3.365724539435531,19.554037545381863,44.78056413911269,10.0,50.0,100.0,140.0
308,sitio2_variante308,2.196031687376859,9.089674656137724,38.46576644600825,30.0,70.0,110.0,140.0
309,sitio2_variante309,2.3409936885439935,15.88685817320312,60.6471245384623,10.0,70.0,100.0,160.0
310,sitio2_variante310,2.084681894162566,19.544244663315375,52.901229014004656,20.0,60.0,100.0,160.0
311,sitio2_variante311,2.16046891925121,22.940220096375416,48.97955334773019,20.0,60.0,110.0,160.0
312,sitio2_variante312,3.381312579241296,20.44836371743162,36.68010830124979,40.0,70.0,90.0,160.0
313,sitio2_variante313,2.8010864702762452,20.268737872587515,33.25106852431305,10.0,50.0,120.0,140.0
314,sitio2_variante314,1.5294192479671491,16.804207924915737,33.68796305954909,40.0,50.0,120.0,150.0
315,sitio2_variante315,1.721749070530915,18.361674222670924,55.83564751756671,20.0,60.0,110.0,140.0
316,sitio2_variante316,1.7922057044572761,18.07657284190772,32.489252651199024,40.0,50.0,90.0,160.0
317,sitio2_variante317,1.8644930759352891,9.388277484190175,49.09125223664036,20.0,50.0,110.0,140.0
318,sitio2_variante318,2.812359260299339,20.534046318690663,57.805683968608264,20.0,70.0,90.0,130.0
319,sitio2_variante319,2.1127685966143046,20.97434976266036,50.0262478337441,40.0,50.0,110.0,140.0
320,sitio2_variante320,1.9289498487716452,18.957597510032876,55.64407577743371,10.0,60.0,100.0,130.0
321,sitio2_variante321,1.5059080658576025,17.06828803703821,37.49901254290614,10.0,80.0,120.0,160.0
322,sitio2_variante322,2.610354954666822,20.65360246519434,34.79788261240663,40.0,60.0,110.0,160.0
323,sitio2_variante323,2.165862731745663,19.735300644009726,35.30555717747072,40.0,50.0,100.0,130.0
324,sitio2_variante324,2.558904834591667,12.205184254374332,44.1783823756186,30.0,70.0,110.0,140.0
325,sitio2_variante325,1.6666560140382813,17.99273619900491,36.49405724966753,10.0,50.0,110.0,160.0
326,sitio2_variante326,2.7424132003379595,7.451077944452771,63.092323335430706,10.0,70.0,100.0,130.0
327,sitio2_variante327,2.7053269486040965,10.918989521403368,36.956994350183635,40.0,50.0,100.0,140.0
328,sitio2_variante328,2.86166643177482,9.549776120354823,52.17078987414522,30.0,50.0,90.0,130.0
329,sitio2_variante329,2.2035736477441605,7.024643919299278,48.32851461026624,10.0,60.0,110.0,160.0
330,sitio2_variante330,1.3130381141935883,16.746653266640358,62.09675043947394,20.0,70.0,100.0,140.0
331,sitio2_variante331,3.243012845102235,6.701045354755448,55.07394136895151,10.0,80.0,100.0,130.0
332,sitio2_variante332,2.5261864000049243,14.955079515207844,32.43034665676851,20.0,80.0,100.0,130.0
333,sitio2_variante333,2.9663878034380007,7.939917690116169,61.07820029025363,20.0,60.0,120.0,150.0
334,sitio2_variante334,2.534400905387476,7.054537741941268,63.21036259451839,20.0,60.0,100.0,130.0
335,sitio2_variante335,2.4941820416456464,8.583635288777439,62.52728005400435,10.0,60.0,90.0,140.0
336,sitio2_variante336,2.348027135608196,19.051233150088954,49.612955511504126,10.0,50.0,120.0,130.0
337,sitio2_variante337,2.234255614271755,16.5707516245295,33.50820060622627,40.0,50.0,110.0,150.0
338,sitio2_variante338,2.1455133299698965,17.122782627531834,49.667132810232786,20.0,80.0,110.0,130.0
339,sitio2_variante339,2.8789545261371003,13.58753125066128,54.03381678020537,20.0,50.0,110.0,160.0
340,sitio2_variante340,2.7361491160347886,22.0730668198955,58.15353823108735,40.0,70.0,110.0,130.0
341,sitio2_variante341,1.7924865135109775,13.175452707457632,65.17024578855077,10.0,60.0,90.0,130.0
342,sitio2_variante342,2.9578379909591597,21.065234626764653,35.73313478730549,30.0,60.0,120.0,160.0
343,sitio2_variante343,1.6294016729757375,18.437886891468686,58.83218150304466,10.0,50.0,120.0,130.0
344,sitio2_variante344,2.695080282805291,9.541563485702582,41.58183791069388,30.0,70.0,120.0,130.0
345,sitio2_variante345,3.239648168009391,6.681896398071645,41.26765195641222,10.0,70.0,100.0,140.0
346,sitio2_variante346,2.1764758379766826,11.904727414353061,47.22116763094044,20.0,50.0,90.0,150.0
347,sitio2_variante347,2.1223270305903497,6.072063586896688,41.300775048048344,20.0,50.0,120.0,160.0
348,sitio2_variante348,2.8153508363604844,12.036398847540827,39.10918778106588,30.0,60.0,120.0,160.0
349,sitio2_variante349,1.820728792866753,7.285656581324702,64.46460218057774,30.0,60.0,90.0,130.0
350,sitio2_variante350,2.169644208866595,21.054947276437982,48.61374735270759,10.0,60.0,90.0,150.0
351,sitio2_variante351,2.893315188899738,12.002007164883302,34.82865752725775,10.0,80.0,100.0,160.0
352,sitio2_variante352,1.794659217252373,7.561125491053524,52.477157027360185,30.0,50.0,110.0,160.0
353,sitio2_variante353,3.302630100631781,16.06824446054712,55.42903377389359,40.0,60.0,120.0,140.0
354,sitio2_variante354,1.3159284854334932,14.845060617310033,44.9482237616935,20.0,60.0,100.0,130.0
355,sitio2_variante355,2.3545902870885778,6.432179139817353,42.15867419091565,30.0,60.0,120.0,160.0
356,sitio2_variante356,1.4033886375996278,5.31372468887283,33.40466528357573,10.0,60.0,100.0,160.0
357,sitio2_variante357,1.5791149334340244,7.430692845838141,42.48424427338522,10.0,80.0,120.0,140.0
358,sitio2_variante358,1.377573036719663,22.41810168652072,42.20741760486603,20.0,80.0,100.0,160.0
359,sitio2_variante359,2.5361052493910328,22.919477243067767,46.541757541381074,10.0,50.0,100.0,160.0
360,sitio2_variante360,1.3097853803553376,20.790390341130024,55.10563030469318,30.0,60.0,100.0,140.0
361,sitio2_variante361,2.785626017921846,12.224943434822372,36.57408561847828,30.0,60.0,90.0,160.0
362,sitio2_variante362,2.7568107204224703,15.697129605393794,48.93959149440943,40.0,70.0,90.0,130.0
363,sitio2_variante363,2.116989263900412,16.90221317416748,34.63507956240673,20.0,70.0,110.0,140.0
364,sitio2_variante364,2.2311981111309187,21.299386688125566,49.00969870251857,20.0,70.0,90.0,140.0
365,sitio2_variante365,3.2173273521666257,20.997804233082526,36.651580190312714,40.0,80.0,120.0,160.0
366,sitio2_variante366,1.5451287033279302,6.562649582872233,50.54035747697132,10.0,50.0,90.0,160.0
367,sitio2_variante367,3.268564394761619,16.97513439049392,50.186025964607225,10.0,50.0,110.0,160.0
368,sitio2_variante368,1.8151438294220936,11.347206801032895,57.38178008317476,20.0,50.0,90.0,140.0
369,sitio2_variante369,1.5511488359898535,21.00972129058856,40.028931126384045,30.0,60.0,110.0,150.0
370,sitio2_variante370,2.704389273014913,16.55932917365577,58.666595929995424,30.0,50.0,110.0,130.0
371,sitio2_variante371,1.8183175760727885,10.677315811134257,53.030624760952364,30.0,50.0,110.0,140.0
372,sitio2_variante372,1.7667965414210542,18.66955147556466,52.66390669167177,10.0,70.0,120.0,150.0
373,sitio2_variante373,3.1697117991613806,20.125474922587372,50.739289423357185,30.0,50.0,90.0,150.0
374,sitio2_variante374,3.3830396772668347,17.915708561756595,58.141590443327644,30.0,70.0,90.0,130.0
375,sitio2_variante375,2.180283652988748,18.011152144067275,36.40617199452264,10.0,70.0,90.0,130.0
376,sitio2_variante376,3.2174216127055417,13.773813198808632,46.02273120830558,10.0,70.0,120.0,150.0
377,sitio2_variante377,2.871557144407697,8.613639446702297,36.290930844572685,20.0,70.0,110.0,140.0
378,sitio2_variante378,3.1056957434116805,6.529238327938943,32.367468938666185,20.0,50.0,100.0,130.0
379,sitio2_variante379,2.290426803916432,20.73500219935908,46.72032365390021,40.0,80.0,120.0,160.0
380,sitio2_variante380,2.99130376690086,21.208893055893945,64.36385521685015,10.0,50.0,90.0,140.0
381,sitio2_variante381,3.104716542345477,14.337372394243117,40.87094533639012,10.0,70.0,110.0,140.0
382,sitio2_variante382,2.6332997808522305,13.925824822015938,51.73810380798185,30.0,80.0,100.0,140.0
383,sitio2_variante383,1.3743099136021284,16.559960738906042,54.46676671305313,20.0,80.0,120.0,150.0
384,sitio2_variante384,1.5889799575981889,13.199580635665308,54.27446025266221,10.0,50.0,100.0,160.0
385,sitio2_variante385,3.3662144685329007,6.791412451279916,41.64452378207739,10.0,80.0,100.0,130.0
386,sitio2_variante386,2.0738119881083863,20.72650382105403,58.68832531267881,20.0,50.0,90.0,140.0
387,sitio2_variante387,3.19188356377924,5.452047848066021,60.92720562289529,30.0,50.0,120.0,160.0
388,sitio2_variante388,3.2519429075081066,8.440100236510316,50.25575227569854,40.0,60.0,90.0,140.0
389,sitio2_variante389,3.0155526169596767,13.478203138663533,46.03637665038798,40.0,60.0,100.0,140.0
390,sitio2_variante390,2.1759498149782157,6.268906695742656,62.28981580354349,10.0,70.0,110.0,150.0
391,sitio2_variante391,1.6522538348027662,15.285390658090572,54.362501132047115,40.0,80.0,110.0,150.0
392,sitio2_variante392,1.5150125511589447,11.297800611217507,42.83306154563351,20.0,50.0,100.0,150.0
393,sitio2_variante393,1.865849344342037,7.296217928088951,34.46762197037192,40.0,50.0,120.0,150.0
394,sitio2_variante394,2.897749366241005,12.674626086512765,46.68501741639822,20.0,80.0,110.0,150.0
395,sitio2_variante395,2.201556253063127,18.577091701907804,48.10295806083698,10.0,60.0,110.0,160.0
396,sitio2_variante396,2.0019139454689845,18.518809896571856,59.61127465226427,40.0,50.0,110.0,130.0
397,sitio2_variante397,2.9406702335399686,5.132114586586438,50.64461702959209,10.0,50.0,110.0,140.0
398,sitio2_variante398,1.972120136043384,11.569905876561531,32.24783599270093,30.0,50.0,90.0,140.0
399,sitio2_variante399,2.442816596665093,15.113362462021547,61.57875532147958,40.0,60.0,90.0,150.0
400,sitio2_variante400,2.408651763069403,21.55669141337374,36.42186946561337,30.0,60.0,120.0,130.0
401,sitio2_variante401,1.972125236238015,19.184763578530852,54.35686207300326,10.0,50.0,120.0,140.0
402,sitio2_variante402,1.4714719464700476,19.283640370643745,32.275765367117586,30.0,70.0,110.0,150.0
403,sitio2_variante403,2.6768899498017853,15.316942987435892,54.68309045072952,30.0,80.0,90.0,130.0
404,sitio2_variante404,3.3034363720417517,9.32929533217149,59.98394791570087,10.0,50.0,90.0,140.0
405,sitio2_variante405,1.8624026724557423,11.735746639686468,55.96067364568735,40.0,70.0,120.0,140.0
406,sitio2_variante406,3.2251713704445524,20.571628179104902,46.366533768272674,20.0,70.0,120.0,140.0
407,sitio2_variante407,2.7588239834973556,5.099875903144614,32.2599048592669,20.0,70.0,110.0,140.0
408,sitio2_variante408,1.5247246583502108,8.685802158239857,46.24101833868774,30.0,60.0,110.0,160.0
409,sitio2_variante409,2.838408648675457,20.50457562010795,38.800785858382504,20.0,50.0,90.0,130.0
410,sitio2_variante410,1.7074802192805503,22.745546137871322,51.31174319864492,20.0,80.0,110.0,130.0
411,sitio2_variante411,1.892008247689044,17.878190286106793,46.754298257227624,20.0,60.0,120.0,130.0
412,sitio2_variante412,2.4361027099780905,12.613533592366895,58.36827518185859,40.0,70.0,110.0,160.0
413,sitio2_variante413,1.3882018740949387,7.10062306520915,32.55488166971804,30.0,80.0,90.0,160.0
414,sitio2_variante414,3.069883107719189,17.0163232087653,47.8523434454863,20.0,60.0,90.0,160.0
415,sitio2_variante415,1.5322957936142876,17.46421736193353,41.57818550440578,30.0,60.0,90.0,150.0
416,sitio2_variante416,1.7014648554310359,13.448826806617683,51.875681062045956,10.0,60.0,100.0,150.0
417,sitio2_variante417,2.5358641298061158,20.58512575740252,56.991917192851396,20.0,80.0,90.0,150.0
418,sitio2_variante418,1.6409689826932254,20.016185052244893,61.22965507317231,40.0,80.0,110.0,140.0
419,sitio2_variante419,1.6219987511171639,21.47982248710383,47.55835183558683,10.0,70.0,120.0,130.0
420,sitio2_variante420,2.699584401218792,18.865266265676922,63.46493929942518,10.0,80.0,120.0,150.0
421,sitio2_variante421,2.264832796043711,4.824878221576039,58.64296565653761,40.0,50.0,90.0,160.0
422,sitio2_variante422,2.4442929244675695,17.465861040699245,48.80083264723339,10.0,80.0,120.0,140.0
423,sitio2_variante423,1.888658290271568,14.552980345779618,59.89869633604869,30.0,60.0,120.0,160.0
424,sitio2_variante424,1.98149720131012,6.567854928039789,60.8240049166788,20.0,60.0,120.0,140.0
425,sitio2_variante425,2.6730532904623847,13.016612027429819,64.96078060459469,10.0,80.0,90.0,130.0
426,sitio2_variante426,2.59652495092009,6.310164829789828,49.91616855448949,10.0,80.0,120.0,150.0
427,sitio2_variante427,2.098266915134216,9.868110734121668,46.33437924176867,20.0,70.0,110.0,140.0
428,sitio2_variante428,1.7949377886471662,9.063071646699102,58.03802101301047,20.0,70.0,90.0,160.0
429,sitio2_variante429,2.6587230688697723,8.522464623800282,48.232273525538915,40.0,80.0,110.0,130.0
430,sitio2_variante430,1.803044565999122,9.414761537403423,65.32268334955461,10.0,60.0,120.0,160.0
431,sitio2_variante431,2.744905572710958,21.86788850703598,39.596305154754475,30.0,80.0,110.0,150.0
432,sitio2_variante432,3.0601575761491215,17.82284984963374,38.75060829039218,30.0,70.0,100.0,140.0
433,sitio2_variante433,2.60434723744652,22.310135342434585,34.08242079798397,40.0,80.0,120.0,150.0
434,sitio2_variante434,1.9654933092589202,13.659405877794306,64.93642436926652,20.0,70.0,110.0,130.0
435,sitio2_variante435,2.6470153772056024,16.32549959710693,44.75202219571647,30.0,80.0,100.0,140.0
436,sitio2_variante436,3.1324364791828434,4.700789651033195,61.136162583392306,20.0,70.0,110.0,150.0
437,sitio2_variante437,2.9150618655362734,11.127215195042313,38.27816390829911,20.0,60.0,110.0,140.0
438,sitio2_variante438,1.6264113852125788,11.059147344469604,57.46908891289151,10.0,50.0,100.0,150.0
439,sitio2_variante439,3.4958511635161127,8.235070618838737,62.82983541097704,10.0,70.0,110.0,160.0
440,sitio2_variante440,3.1719438045197053,6.006847910100334,34.129309014089415,30.0,60.0,100.0,140.0
441,sitio2_variante441,1.6835791452020057,4.998025485676619,39.13420634409649,40.0,50.0,120.0,150.0
442,sitio2_variante442,2.2936642485102556,8.119051199341413,51.2166948451492,10.0,60.0,120.0,130.0
443,sitio2_variante443,2.5036130694527,5.609248644597207,37.48167154019166,10.0,60.0,90.0,160.0
444,sitio2_variante444,1.6665775175845234,15.438830894630811,64.07379296887268,40.0,50.0,110.0,130.0
445,sitio2_variante445,1.3447356290573829,15.732306444339155,61.105422290811944,20.0,60.0,100.0,140.0
446,sitio2_variante446,3.3297713137165124,16.17841107572706,48.177845505921354,40.0,80.0,100.0,150.0
447,sitio2_variante447,3.417685480617875,21.871349679052265,45.78781226602425,40.0,60.0,100.0,140.0
448,sitio2_variante448,2.3455984170066038,16.074756257118352,65.78878490644331,10.0,60.0,100.0,140.0
449,sitio2_variante449,2.574832120996092,18.748109244965857,49.182599470602945,10.0,70.0,120.0,150.0
450,sitio2_variante450,2.7036303949664307,15.641709515656268,60.432074794983706,30.0,60.0,90.0,160.0
451,sitio2_variante451,3.1056483540981885,4.987181723288958,32.02819401362657,40.0,70.0,110.0,140.0
452,sitio2_variante452,2.6092836580749807,15.451594118671542,46.2422832263311,40.0,80.0,90.0,160.0
